Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Pakistan,10664,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",10666, https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,Mar,Enter number 1-31 here,29,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Pakistan,10667,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",10666, https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,Mar,Enter number 1-31 here,29,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",China,5515,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",CJ16,https://web.archive.org/web/20201001204634/https://www.fmprc.gov.cn/mfa_eng/wjbxw/t1817370.shtml,Sept,Enter number 1-31 here,23,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.","China, Hong Kong Special Administrative Region",4510,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",CJ17,https://web.archive.org/web/20200421173518/https://www.info.gov.hk/gia/general/202004/06/P2020040600671.htm,Apr,Enter number 1-31 here,6,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL24,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL47,https://web.archive.org/web/20201201000737/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-1-july-2020.pdf,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL47,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL48,https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-7-july-2020.pdf,Jul,Enter number 1-31 here,7,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Cocos (Keeling) Islands,NL24,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL47,https://web.archive.org/web/20201201000737/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-1-july-2020.pdf,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Cocos (Keeling) Islands,NL47,Enter policy ID number of superseding policy here,NL49,,Jul,Enter number 1-31 here,4,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL49,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL48,https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-7-july-2020.pdf,Jul,Enter number 1-31 here,7,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL48,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL50,https://web.archive.org/web/20201201001630/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-10-july-2020.pdf,Jul,Enter number 1-31 here,10,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL50,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL51,https://web.archive.org/web/20201201002018/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-13-july-2020.pdf,Jul,Enter number 1-31 here,13,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL51,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL52,https://web.archive.org/web/20201201002153/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-16-july-2020.pdf,Jul,Enter number 1-31 here,16,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cameroon,1016,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL54,https://web.archive.org/web/20201128032951/https://www.worldaware.com/covid-19-alert-limited-international-air-travel-cameroon-ongoing-july-17,Jul,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cameroon,NL54,Enter policy ID number of superseding policy here,NL55,,Oct,Enter number 1-31 here,25,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Egypt,723,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Egypt,795,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Egypt,1163,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Egypt,2226,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Portugal,813,"No, this policy has an end date but no new policy",,,Jun,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL53,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL56,https://web.archive.org/web/20201201222711/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-22-july-2020.pdf,Jul,Enter number 1-31 here,22,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL56,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL57,https://web.archive.org/web/20201201223108/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-25-july-2020.pdf,Jul,Enter number 1-31 here,25,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Cocos (Keeling) Islands,NL56,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL57,https://web.archive.org/web/20201201223108/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-25-july-2020.pdf,Jul,Enter number 1-31 here,25,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL57,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL58,https://web.archive.org/web/20201201223507/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-28-july-2020.pdf,Jul,Enter number 1-31 here,28,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL58,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL59,https://web.archive.org/web/20201201223903/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-31-july-2020.pdf,Jul,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Sudan,NL18,Enter policy ID number of superseding policy here,NL60,,Dec,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Zambia,NL20,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL62,https://web.archive.org/web/20201116182516/http://zambiaimmigration.gov.zm/wp-content/uploads/2020/08/Guidelines-and-Measures-at-Airports.pdf,Aug,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Zambia,NL25,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL61,https://web.archive.org/web/20201116182516/http://zambiaimmigration.gov.zm/wp-content/uploads/2020/08/Guidelines-and-Measures-at-Airports.pdf,Aug,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL59,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL63,https://web.archive.org/web/20201202165812/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-3-august-2020.pdf,Aug,Enter number 1-31 here,3,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL63,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL64,https://web.archive.org/web/20201202165957/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-6-august-2020.pdf,Aug,Enter number 1-31 here,6,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL64,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL65,https://web.archive.org/web/20201202170214/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-9-august-2020.pdf,Aug,Enter number 1-31 here,9,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL65,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL66,https://web.archive.org/web/20201202170337/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-12-august-2020.pdf,Aug,Enter number 1-31 here,12,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL66,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL67,https://web.archive.org/web/20201202170559/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-15-august-2020.pdf,Aug,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL67,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL68,https://web.archive.org/web/20201202170855/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-18-august-2020.pdf,Aug,Enter number 1-31 here,18,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL68,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL69,https://web.archive.org/web/20201202171330/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-21-august-2020.pdf,Aug,Enter number 1-31 here,21,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL69,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL70,https://web.archive.org/web/20201202171504/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-24-august-2020.pdf,Aug,Enter number 1-31 here,24,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL70,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL71,https://web.archive.org/web/20201202171746/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-27-august-2020.pdf,Aug,Enter number 1-31 here,27,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL71,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL72,https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-30-august-2020.pdf,Aug,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cocos (Keeling) Islands,NL72,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL73,https://web.archive.org/web/20201202172232/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-2-september-2020.pdf,Sept,Enter number 1-31 here,2,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Sweden,SN2,"No, this policy has an end date but no new policy",,,Dec,Enter number 1-31 here,22,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",American Somoa,NL46,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL75,https://web.archive.org/web/20201204024521/https://6fe16cc8-c42f-411f-9950-4abb1763c703.filesusr.com/ugd/4bfff9_4b785079d8004b8aa528de9101d8bf1e.pdf,Dec,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Georgia ,545,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",11318,https://web.archive.org/web/20200521175324/https://ge.usembassy.gov/covid-19-information-on-georgia/,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Portugal,809,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Sweden,2380,Enter policy ID number of superseding policy here,SN22,,Jul,Enter number 1-31 here,4,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Sierra Leone,142398,"No, this policy has an end date but no new policy",,,Dec,Enter number 1-31 here,3,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",United States of America,BW30,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201213175550/https://twitter.com/TravelGov/status/1282675565527470082,Jul,Enter number 1-31 here,13,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",United States of America,BW31,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201016180559/https://www.transportation.gov/sites/dot.gov/files/2020-06/China%20Part%20213%20Order%20Amendment%20Final%202020-6-3.pdf,Jun,Enter number 1-31 here,5,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",United States of America,6841,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201213181239/https://travel.state.gov/content/travel/en/News/visas-news/Proclamation-Suspending-Entry-of-Immigrants-Who-Present-Risk-to-the-US-labor-market.html,Dec,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",United States of America,BW32,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201213183516/https://www.cdc.gov/quarantine/pdf/10-24-16-PRB-Members-Federal-Register-Notice-FY-2016-04-19-2020-p.pdf,Click to write Choice 13,Enter source link for your date decision.,,(this policy had an end date but now has been extended indefinitely) https://web.archive.org/web/20201213183516/https://www.cdc.gov/quarantine/pdf/10-24-16-PRB-Members-Federal-Register-Notice-FY-2016-04-19-2020-p.pdf,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.","Korea, Republic of ",703,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201214161801/http://www.mofa.go.kr/viewer/skin/doc.html?fn=20201021031300238.pdf&rs=%2Fviewer%2Fresult%2F202012,Aug,Enter number 1-31 here,10,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Peru,BW8,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201123211234if_/https://www.reuters.com/article/us-health-peru-coronavirus-travel/peru-looks-to-reopen-international-passenger-air-travel-idUSKBN25T39M,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Peru,2033,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201123211234if_/https://www.reuters.com/article/us-health-peru-coronavirus-travel/peru-looks-to-reopen-international-passenger-air-travel-idUSKBN25T39M,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Peru,2033,"No, this policy has an end date but no new policy",,,Mar,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Peru,BW8,"No, this policy has an end date but no new policy",,,May,Enter number 1-31 here,10,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Peru,BW8,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200512015856/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,May,Enter number 1-31 here,24,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Peru,BW8,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",BW20,https://web.archive.org/web/20201123211234if_/https://www.reuters.com/article/us-health-peru-coronavirus-travel/peru-looks-to-reopen-international-passenger-air-travel-idUSKBN25T39M,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Uruguay,BW10,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20201216032117/https://www.gub.uy/ministerio-turismo/comunicacion/noticias/verano-restringido-fronteras-cerradas,Aug,Enter number 1-31 here,1,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Antigua and Barbuda,14246,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB41, https://web.archive.org/web/20200320181401/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Mar,Enter number 1-31 here,19,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Fiji,2814,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB81, https://web.archive.org/web/20200514092952/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Mar,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Fiji,2814,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB81, https://web.archive.org/web/20200514092952/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Mar,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.","Moldova, Republic Of",1247,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200421153959/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,May,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.","Moldova, Republic Of",15947,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200527035924/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Jun,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.","Moldova, Republic Of",15947,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200715120156/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Aug,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.","Moldova, Republic Of",15947,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200804085559/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Aug,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Ukraine,4000,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200321104020/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Apr,Enter number 1-31 here,3,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Romania,2328,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200715120156/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Jul,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Romania,2328,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200722220725/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Aug,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Iceland,12456,"No, this policy has an end date but no new policy",,,Nov,Enter number 1-31 here,4,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Uzbekistan,BW12,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201218223501/http://tashkenttimes.uz/national/5722-uzbekistan-to-open-its-border-on-october-1,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Montenegro,BW40,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200409130516/https://www.gov.me/en/homepage/measures_and_recommendations/,Apr,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Montenegro,BW41,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200409130516/https://www.gov.me/en/homepage/measures_and_recommendations/,Apr,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Montenegro,BW42,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200409130516/https://www.gov.me/en/homepage/measures_and_recommendations/,Apr,Enter number 1-31 here,17,,,2020
